Title,URL,Image_URL,Synopsis,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,texto_limpo,texto_sem_stopwords
Karasu wa Aruji wo Erabanai,https://myanimelist.net/anime/56980/Karasu_wa_Aruji_wo_Erabanai,https://cdn.myanimelist.net/images/anime/1084/142685.jpg,"In the Kingdom of Yamauchi, people have the ability to transform into three-legged crows known as yatagarasu. While the men plot over daily governance, women compete for the hand of Wakamiya, the crown prince who was selected as the Kinu, the servant to the Mountain God. Four young women arrive at the court to join the competition, including one named Asebi. While the kind and innocent Asebi sticks out like a sore thumb compared to the other women, the crown prince has to fight for his place in the clan. Despite being born both to a concubine and as a second son, the royal priests still chose Wakamiya to be the Kinu over his older brother. This decision created a rift between the siblings while enraging Wakamiya's stepmother in the process. When Yukiya, one of the teenage sons of the village chief, is sent to the palace to become Wakamiya's new attendant, the prince is not pleased in the slightest. However, Yukiya's presence at the imperial courts is no mere coincidence. [Written by MAL Rewrite]",TV,20,Finished Airing,"Apr 6, 2024 to Sep 21, 2024",Spring 2024,Saturdays at 23:45 (JST),"NHK, NHK Enterprises","None found, add some",Studio Pierrot,Novel,"DramaDrama, FantasyFantasy",,25 min. per ep.,PG-13 - Teens 13 or older,"8.061 (scored by 1952319,523 users) 1 indicates a weighted score.",#6622 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#3206,"62,008",513,in the kingdom of yamauchi people have the ability to transform into threelegged crows known as yatagarasu while the men plot over daily governance women compete for the hand of wakamiya the crown prince who was selected as the kinu the servant to the mountain god four young women arrive at the court to join the competition including one named asebi while the kind and innocent asebi sticks out like a sore thumb compared to the other women the crown prince has to fight for his place in the clan despite being born both to a concubine and as a second son the royal priests still chose wakamiya to be the kinu over his older brother this decision created a rift between the siblings while enraging wakamiyas stepmother in the process when yukiya one of the teenage sons of the village chief is sent to the palace to become wakamiyas new attendant the prince is not pleased in the slightest however yukiyas presence at the imperial courts is no mere coincidence written by mal rewrite,kingdom yamauchi people ability transform threelegged crows known yatagarasu men plot daily governance women compete hand wakamiya crown prince selected kinu servant mountain god four young women arrive court join competition including one named asebi kind innocent asebi sticks like sore thumb compared women crown prince fight place clan despite born concubine second son royal priests still chose wakamiya kinu older brother decision created rift siblings enraging wakamiyas stepmother process yukiya one teenage sons village chief sent palace become wakamiyas new attendant prince pleased slightest however yukiyas presence imperial courts mere coincidence written mal rewrite
Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,https://myanimelist.net/anime/2449/Koukaku_Kidoutai__Stand_Alone_Complex_-_The_Laughing_Man,https://cdn.myanimelist.net/images/anime/1127/141116.jpg,"In 2024, the terrorist incident known as ""The Laughing Man Incident"" occurred in which Ernest Serano, president of the groundbreaking micromachine company, Serano Genomics, was kidnapped and ransomed. One day, the case having remained unsolved for six years, Detective Yamaguchi, who has been investigating ""The Laughing Man Incident,"" sends word that he wants to meet with Togusa from Public Safety Section 9. However, soon after sending this message, Yamaguchi, crucial to the success of the case, dies in an accident. Many days pass and in the midst of a police interview relay concerning suspicions behind interceptors, a forewarning is received from ""The Laughing Man"" of his next crime. The incorporeal hacker begins to move once again. (Source: ANN)",OVA,1,Finished Airing,"Sep 23, 2005",,,"Bandai Visual, Animax, Kodansha, Fonishia","Bandai Entertainment, Manga Entertainment",Production I.G,Manga,"MysteryMystery, Sci-FiSci-Fi, SuspenseSuspense",SeinenSeinen,2 hr. 40 min.,R - 17+ (violence & profanity),"8.061 (scored by 1686116,861 users) 1 indicates a weighted score.",#6632 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#3871,"44,617",60,in  the terrorist incident known as the laughing man incident occurred in which ernest serano president of the groundbreaking micromachine company serano genomics was kidnapped and ransomed one day the case having remained unsolved for six years detective yamaguchi who has been investigating the laughing man incident sends word that he wants to meet with togusa from public safety section  however soon after sending this message yamaguchi crucial to the success of the case dies in an accident many days pass and in the midst of a police interview relay concerning suspicions behind interceptors a forewarning is received from the laughing man of his next crime the incorporeal hacker begins to move once again source ann,terrorist incident known laughing man incident occurred ernest serano president groundbreaking micromachine company serano genomics kidnapped ransomed one day case remained unsolved six years detective yamaguchi investigating laughing man incident sends word wants meet togusa public safety section however soon sending message yamaguchi crucial success case dies accident many days pass midst police interview relay concerning suspicions behind interceptors forewarning received laughing man next crime incorporeal hacker begins move source ann
Kuroshitsuji: Book of Circus,https://myanimelist.net/anime/22145/Kuroshitsuji__Book_of_Circus,https://cdn.myanimelist.net/images/anime/6/64811.jpg,"Full of wonder and excitement, the Noah's Arc Circus troupe has captured audiences with their dazzling performances. Yet these fantastic acts do not come without a price. Children have mysteriously gone missing around London, correlating to that of the group's movements. Unsettled by these kidnappings, Queen Victoria sends in her notorious guard dog, Ciel Phantomhive; and his ever-faithful demon butler, Sebastian Michaelis, on an undercover mission to find these missing children. Trying to balance their new circus acts with their covert investigation under the big top, however, proves to be quite a challenge. With the other performers growing suspicious and the threat of the circus' mysterious benefactor looming overhead, what the two discover will shake Ciel to his very core. [Written by MAL Rewrite]",TV,10,Finished Airing,"Jul 11, 2014 to Sep 12, 2014",Summer 2014,Fridays at 02:19 (JST),"Aniplex, Square Enix, Mainichi Broadcasting System, Movic, Asmik Ace, Hakuhodo DY Media Partners, DeNA",Funimation,A-1 Pictures,Manga,"ActionAction, MysteryMystery, SupernaturalSupernatural",ShounenShounen,24 min. per ep.,R - 17+ (violence & profanity),"8.061 (scored by 233492233,492 users) 1 indicates a weighted score.",#6642 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#602,"444,584","3,903",full of wonder and excitement the noahs arc circus troupe has captured audiences with their dazzling performances yet these fantastic acts do not come without a price children have mysteriously gone missing around london correlating to that of the groups movements unsettled by these kidnappings queen victoria sends in her notorious guard dog ciel phantomhive and his everfaithful demon butler sebastian michaelis on an undercover mission to find these missing children trying to balance their new circus acts with their covert investigation under the big top however proves to be quite a challenge with the other performers growing suspicious and the threat of the circus mysterious benefactor looming overhead what the two discover will shake ciel to his very core written by mal rewrite,full wonder excitement noahs arc circus troupe captured audiences dazzling performances yet fantastic acts come without price children mysteriously gone missing around london correlating groups movements unsettled kidnappings queen victoria sends notorious guard dog ciel phantomhive everfaithful demon butler sebastian michaelis undercover mission find missing children trying balance new circus acts covert investigation big top however proves quite challenge performers growing suspicious threat circus mysterious benefactor looming overhead two discover shake ciel core written mal rewrite
Meitantei Conan Movie 03: Seikimatsu no Majutsushi,https://myanimelist.net/anime/781/Meitantei_Conan_Movie_03__Seikimatsu_no_Majutsushi,https://cdn.myanimelist.net/images/anime/1831/94317.jpg,"Kaitou Kid dares to challenge the police once more, setting his sights on the Russian Imperial Easter Egg. With the date, time, and place, the Osaka police force scrambles to stop him. But this time, Kid may have bitten off more than he can chew—Conan Edogawa, Heiji Hattori, and numerous others are also trying to get their hands on the jeweled egg. As the race for possession of the egg escalates, a string of murders threatens those after it, and at the same time the tragic truth behind the Romanov Dynasty is finally revealed. At the center of these developments, it is up to Conan to solve the gruesome murders and catch Kid, all while protecting those close to him and concealing his identity. [Written by MAL Rewrite]",Movie,1,Finished Airing,"Apr 17, 1999",,,"Yomiuri Telecasting, Polygram Japan, TOHO, Shogakukan, Audio Planning U, Shogakukan Productions",Funimation,TMS Entertainment,Manga,"AdventureAdventure, ComedyComedy, MysteryMystery",ShounenShounen,1 hr. 40 min.,PG-13 - Teens 13 or older,"8.061 (scored by 4391543,915 users) 1 indicates a weighted score.",#6652 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#2928,"73,068",95,kaitou kid dares to challenge the police once more setting his sights on the russian imperial easter egg with the date time and place the osaka police force scrambles to stop him but this time kid may have bitten off more than he can chewconan edogawa heiji hattori and numerous others are also trying to get their hands on the jeweled egg as the race for possession of the egg escalates a string of murders threatens those after it and at the same time the tragic truth behind the romanov dynasty is finally revealed at the center of these developments it is up to conan to solve the gruesome murders and catch kid all while protecting those close to him and concealing his identity written by mal rewrite,kaitou kid dares challenge police setting sights russian imperial easter egg date time place osaka police force scrambles stop time kid may bitten chewconan edogawa heiji hattori numerous others also trying get hands jeweled egg race possession egg escalates string murders threatens time tragic truth behind romanov dynasty finally revealed center developments conan solve gruesome murders catch kid protecting close concealing identity written mal rewrite
Overlord IV,https://myanimelist.net/anime/48895/Overlord_IV,https://cdn.myanimelist.net/images/anime/1530/120110.jpg,"E-Rantel, the capital city of the newly established Sorcerer Kingdom, suffers from a dire shortage of goods. Once a prosperous city known for its trade, it now faces a crisis due to its caution—or even fear—of its king, Ainz Ooal Gown. To make amends, Ainz sends Albedo to the city as a diplomatic envoy. Meanwhile, the cardinals of the Slane Theocracy discuss how to retaliate against Ainz after his attack crippled the Re-Estize Kingdom's army, plotting for the Baharuth Empire to take over the Sorcerer Kingdom. However, when Emperor Jircniv Rune Farlord El Nix arranges a meeting with the Theocracy's messengers at a colosseum, he is confronted by none other than Ainz himself. With their secret gathering now out in the open, the emperor and his guests learn that Ainz has challenged the Warrior King, the empire's greatest fighter, to a duel. With Ainz's motivations beyond his comprehension, Jircniv can do nothing but watch as humanity's future changes before his very eyes. [Written by MAL Rewrite]",TV,13,Finished Airing,"Jul 5, 2022 to Sep 27, 2022",Summer 2022,Tuesdays at 22:00 (JST),"AT-X, Hakuhodo DY Music & Pictures, NTT Plala, Kadokawa","None found, add some",Madhouse,Light novel,"ActionAction, AdventureAdventure, FantasyFantasy",,23 min. per ep.,R - 17+ (violence & profanity),"8.061 (scored by 326404326,404 users) 1 indicates a weighted score.",#6662 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#390,"638,075","7,494",erantel the capital city of the newly established sorcerer kingdom suffers from a dire shortage of goods once a prosperous city known for its trade it now faces a crisis due to its cautionor even fearof its king ainz ooal gown to make amends ainz sends albedo to the city as a diplomatic envoy meanwhile the cardinals of the slane theocracy discuss how to retaliate against ainz after his attack crippled the reestize kingdoms army plotting for the baharuth empire to take over the sorcerer kingdom however when emperor jircniv rune farlord el nix arranges a meeting with the theocracys messengers at a colosseum he is confronted by none other than ainz himself with their secret gathering now out in the open the emperor and his guests learn that ainz has challenged the warrior king the empires greatest fighter to a duel with ainzs motivations beyond his comprehension jircniv can do nothing but watch as humanitys future changes before his very eyes written by mal rewrite,erantel capital city newly established sorcerer kingdom suffers dire shortage goods prosperous city known trade faces crisis due cautionor even fearof king ainz ooal gown make amends ainz sends albedo city diplomatic envoy meanwhile cardinals slane theocracy discuss retaliate ainz attack crippled reestize kingdoms army plotting baharuth empire take sorcerer kingdom however emperor jircniv rune farlord el nix arranges meeting theocracys messengers colosseum confronted none ainz secret gathering open emperor guests learn ainz challenged warrior king empires greatest fighter duel ainzs motivations beyond comprehension jircniv nothing watch humanitys future changes eyes written mal rewrite
Pui Pui Molcar,https://myanimelist.net/anime/44235/Pui_Pui_Molcar,https://cdn.myanimelist.net/images/anime/1484/119197.jpg,"Due to an adorable evolutionary miracle, guinea pigs have become furry automobiles known as ""Molcars."" Now, drivers can enjoy the fluffy interior of their vehicles while fulfilling their every transportation need. However, Molcars are not simply lettuce-fueled machines; they are also sentient creatures with their own worries and desires. Whether in their drivers' presence or among each other, these motorized rodents are swept up into many wild and eventful situations—the likes of which only a Molcar could wind up in. [Written by MAL Rewrite]",TV,12,Finished Airing,"Jan 5, 2021 to Mar 23, 2021",Winter 2021,Tuesdays at 07:30 (JST),"None found, add some",Muse Communication,Shin-Ei Animation,Other,,KidsKids,2 min. per ep.,G - All Ages,"8.061 (scored by 1189211,892 users) 1 indicates a weighted score.",#6672 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#5538,"20,030",315,due to an adorable evolutionary miracle guinea pigs have become furry automobiles known as molcars now drivers can enjoy the fluffy interior of their vehicles while fulfilling their every transportation need however molcars are not simply lettucefueled machines they are also sentient creatures with their own worries and desires whether in their drivers presence or among each other these motorized rodents are swept up into many wild and eventful situationsthe likes of which only a molcar could wind up in written by mal rewrite,due adorable evolutionary miracle guinea pigs become furry automobiles known molcars drivers enjoy fluffy interior vehicles fulfilling every transportation need however molcars simply lettucefueled machines also sentient creatures worries desires whether drivers presence among motorized rodents swept many wild eventful situationsthe likes molcar could wind written mal rewrite
Shokugeki no Souma: Ni no Sara,https://myanimelist.net/anime/32282/Shokugeki_no_Souma__Ni_no_Sara,https://cdn.myanimelist.net/images/anime/8/79353.jpg,"The qualifiers of the Autumn Elections are now over, and only eight talented chefs remain. Now, they face off in one-on-one food wars, each with their own unique themes. Met with both new judges and new opponents all with their own specialties, Souma must stay on his toes if he hopes to make it to the top of both the Autumn Elections and Tootsuki Culinary Academy. [Written by MAL Rewrite]",TV,13,Finished Airing,"Jul 2, 2016 to Sep 24, 2016",Summer 2016,Saturdays at 22:00 (JST),"Dentsu, Lantis, Mainichi Broadcasting System, Warner Bros. Japan, KlockWorx, Showgate, Shueisha",Sentai Filmworks,J.C.Staff,Manga,"GourmetGourmet, EcchiEcchi",ShounenShounen,24 min. per ep.,PG-13 - Teens 13 or older,"8.061 (scored by 763609763,609 users) 1 indicates a weighted score.",#6682 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#138,"1,208,919","3,108",the qualifiers of the autumn elections are now over and only eight talented chefs remain now they face off in oneonone food wars each with their own unique themes met with both new judges and new opponents all with their own specialties souma must stay on his toes if he hopes to make it to the top of both the autumn elections and tootsuki culinary academy written by mal rewrite,qualifiers autumn elections eight talented chefs remain face oneonone food wars unique themes met new judges new opponents specialties souma must stay toes hopes make top autumn elections tootsuki culinary academy written mal rewrite
Spy x Family Season 2,https://myanimelist.net/anime/53887/Spy_x_Family_Season_2,https://cdn.myanimelist.net/images/anime/1506/138982.jpg,"With her ability to read minds, Anya Forger is the only one who knows the true identities of her unconventional family. Her pretend father Loid operates as an elite spy code-named Twilight; her mother Yor kills on demand as the assassin Thorn Princess; and their dog, Bond, possesses the gift of precognition. Although they hide the truth from each other, this pretense of a perfectly ordinary family provides Anya with the genuine love and warmth that she longed for as an orphan. Operation Strix—Loid's special mission to avoid potential war by gathering vital information and getting close to the powerful political figure, Donovan Desmond—is only possible if Anya plays her part right. She can either excel academically and become an Imperial Scholar at her prestigious school or make friends with Donovan's son, Damian. Neither is exactly easy, but with her adventurous attitude, Anya throws herself wholeheartedly into her mission as a Forger—all for the sake of international peace. [Written by MAL Rewrite]",TV,12,Finished Airing,"Oct 7, 2023 to Dec 23, 2023",Fall 2023,Saturdays at 23:00 (JST),"TV Tokyo, Shogakukan-Shueisha Productions, TOHO animation, Shueisha, Studio Easter",Crunchyroll,"Wit Studio, CloverWorks",Manga,"ActionAction, ComedyComedy",ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"8.061 (scored by 339737339,737 users) 1 indicates a weighted score.",#6692 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#355,"683,813","3,811",with her ability to read minds anya forger is the only one who knows the true identities of her unconventional family her pretend father loid operates as an elite spy codenamed twilight her mother yor kills on demand as the assassin thorn princess and their dog bond possesses the gift of precognition although they hide the truth from each other this pretense of a perfectly ordinary family provides anya with the genuine love and warmth that she longed for as an orphan operation strixloids special mission to avoid potential war by gathering vital information and getting close to the powerful political figure donovan desmondis only possible if anya plays her part right she can either excel academically and become an imperial scholar at her prestigious school or make friends with donovans son damian neither is exactly easy but with her adventurous attitude anya throws herself wholeheartedly into her mission as a forgerall for the sake of international peace written by mal rewrite,ability read minds anya forger one knows true identities unconventional family pretend father loid operates elite spy codenamed twilight mother yor kills demand assassin thorn princess dog bond possesses gift precognition although hide truth pretense perfectly ordinary family provides anya genuine love warmth longed orphan operation strixloids special mission avoid potential war gathering vital information getting close powerful political figure donovan desmondis possible anya plays part right either excel academically become imperial scholar prestigious school make friends donovans son damian neither exactly easy adventurous attitude anya throws wholeheartedly mission forgerall sake international peace written mal rewrite
World Trigger 2nd Season,https://myanimelist.net/anime/40907/World_Trigger_2nd_Season,https://cdn.myanimelist.net/images/anime/1598/110462.jpg,"After successfully holding off the invasion by Aftokrator, the Border Defense Agency prepares an away mission into the Neighbor's dimension. However, like in previous scouting expeditions, only A-rank teams are certain to secure a spot. As the B-rank wars continue, Osamu Mikumo and the rest of Tamakoma-2 quickly fight to the top in an attempt to obtain a promotion before the operation begins. Meanwhile, a new Neighbor ship approaches Border Headquarters. Noticing that the attackers are targeting the Border Expedition Ship, forces are hastily sent to combat them. However, with fewer squads available due to the proceeding rank wars, the organization is sent into disarray. This latest offensive from the Neighbors shrouds the fate of the all-important expedition ship in uncertainty. [Written by MAL Rewrite]",TV,12,Finished Airing,"Jan 10, 2021 to Apr 4, 2021",Winter 2021,Sundays at 01:30 (JST),TV Asahi,"None found, add some",Toei Animation,Manga,"ActionAction, Sci-FiSci-Fi",ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"8.061 (scored by 6896968,969 users) 1 indicates a weighted score.",#6702 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#1575,"176,507",866,after successfully holding off the invasion by aftokrator the border defense agency prepares an away mission into the neighbors dimension however like in previous scouting expeditions only arank teams are certain to secure a spot as the brank wars continue osamu mikumo and the rest of tamakoma quickly fight to the top in an attempt to obtain a promotion before the operation begins meanwhile a new neighbor ship approaches border headquarters noticing that the attackers are targeting the border expedition ship forces are hastily sent to combat them however with fewer squads available due to the proceeding rank wars the organization is sent into disarray this latest offensive from the neighbors shrouds the fate of the allimportant expedition ship in uncertainty written by mal rewrite,successfully holding invasion aftokrator border defense agency prepares away mission neighbors dimension however like previous scouting expeditions arank teams certain secure spot brank wars continue osamu mikumo rest tamakoma quickly fight top attempt obtain promotion operation begins meanwhile new neighbor ship approaches border headquarters noticing attackers targeting border expedition ship forces hastily sent combat however fewer squads available due proceeding rank wars organization sent disarray latest offensive neighbors shrouds fate allimportant expedition ship uncertainty written mal rewrite
Yowamushi Pedal: Grande Road,https://myanimelist.net/anime/24277/Yowamushi_Pedal__Grande_Road,https://cdn.myanimelist.net/images/anime/12/67799.jpg,Second season of the Yowamushi Pedal series.,TV,24,Finished Airing,"Oct 7, 2014 to Mar 31, 2015",Fall 2014,Tuesdays at 01:35 (JST),"TV Tokyo, MediaNet, TOHO animation, Akita Shoten",Discotek Media,TMS Entertainment,Manga,,ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"8.061 (scored by 8424184,241 users) 1 indicates a weighted score.",#6712 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#1773,"151,299",516,second season of the yowamushi pedal series,second season yowamushi pedal series
Yuru Camp△ Season 3,https://myanimelist.net/anime/53410/Yuru_Camp△_Season_3,https://cdn.myanimelist.net/images/anime/1178/142710.jpg,"Within the narrow walls of the Outdoor Activities Club room, the few but lively members carry on the camping spirit as they have fun with DIY club experiments. Exciting experiences such as these have brought Nadeshiko Kagamihara deep into the world of camping, making her want to once again go on a solo trip. However, other plans come first, as Ayano Toki and Rin Shima invite Nadeshiko to camp near Ooi River. Eager to go on their first journey together, the girls set off to forge precious memories that will stick with their hearts for years to come. [Written by MAL Rewrite]",TV,12,Finished Airing,"Apr 4, 2024 to Jun 20, 2024",Spring 2024,Thursdays at 23:00 (JST),"Sotsu, Half H.P Studio, AT-X, KlockWorx, Houbunsha, MAGES., 81 Produce, BS11, FuRyu, Sony Music Solutions, enish","None found, add some",8bit,Manga,,,23 min. per ep.,PG-13 - Teens 13 or older,"8.061 (scored by 3931439,314 users) 1 indicates a weighted score.",#6722 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#2341,"104,250",570,within the narrow walls of the outdoor activities club room the few but lively members carry on the camping spirit as they have fun with diy club experiments exciting experiences such as these have brought nadeshiko kagamihara deep into the world of camping making her want to once again go on a solo trip however other plans come first as ayano toki and rin shima invite nadeshiko to camp near ooi river eager to go on their first journey together the girls set off to forge precious memories that will stick with their hearts for years to come written by mal rewrite,within narrow walls outdoor activities club room lively members carry camping spirit fun diy club experiments exciting experiences brought nadeshiko kagamihara deep world camping making want go solo trip however plans come first ayano toki rin shima invite nadeshiko camp near ooi river eager go first journey together girls set forge precious memories stick hearts years come written mal rewrite
Angel Beats!,https://myanimelist.net/anime/6547/Angel_Beats,https://cdn.myanimelist.net/images/anime/1244/111115.jpg,"Death is one of many mysteries that has left humanity in the dark since the dawn of time. However, the burning question of what happens to the soul after one dies is soon answered to 17-year-old Yuzuru Otonashi. Waking up with no previous memories in a dimension between life and death, he discovers the unsettling truth of the afterlife. Taking the form of a high school, this bizarre dimension is designated to shelter those who died unwanted deaths. Feeling wronged by God during their earthly lives, the school's residents have decided to form the Afterlife Battlefront—a rebellious faction determined to oppose their god-like student council president, Kanade ""Angel"" Tachibana. The group's leader, Yuri Nakamura, recruits Otonashi in their fight against Angel in order to take control of their own lives. However, questioning the morality behind their actions, Otonashi takes a step behind the enemy lines to understand the opposing side of their common fate. [Written by MAL Rewrite]",TV,13,Finished Airing,"Apr 3, 2010 to Jun 26, 2010",Spring 2010,Saturdays at 02:00 (JST),"Aniplex, Dentsu, Mainichi Broadcasting System, CBC Television, Movic, Visual Arts, ASCII Media Works","Sentai Filmworks, Aniplex of America",P.A. Works,Original,"DramaDrama, FantasyFantasy",,26 min. per ep.,PG-13 - Teens 13 or older,"8.051 (scored by 13493421,349,342 users) 1 indicates a weighted score.",#6732 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#35,"2,204,155","50,632",death is one of many mysteries that has left humanity in the dark since the dawn of time however the burning question of what happens to the soul after one dies is soon answered to yearold yuzuru otonashi waking up with no previous memories in a dimension between life and death he discovers the unsettling truth of the afterlife taking the form of a high school this bizarre dimension is designated to shelter those who died unwanted deaths feeling wronged by god during their earthly lives the schools residents have decided to form the afterlife battlefronta rebellious faction determined to oppose their godlike student council president kanade angel tachibana the groups leader yuri nakamura recruits otonashi in their fight against angel in order to take control of their own lives however questioning the morality behind their actions otonashi takes a step behind the enemy lines to understand the opposing side of their common fate written by mal rewrite,death one many mysteries left humanity dark since dawn time however burning question happens soul one dies soon answered yearold yuzuru otonashi waking previous memories dimension life death discovers unsettling truth afterlife taking form high school bizarre dimension designated shelter died unwanted deaths feeling wronged god earthly lives schools residents decided form afterlife battlefronta rebellious faction determined oppose godlike student council president kanade angel tachibana groups leader yuri nakamura recruits otonashi fight angel order take control lives however questioning morality behind actions otonashi takes step behind enemy lines understand opposing side common fate written mal rewrite
Apocalypse Hotel,https://myanimelist.net/anime/59675/Apocalypse_Hotel,https://cdn.myanimelist.net/images/anime/1511/148642.jpg,"In the year 2157, Gingarou Hotel, a luxury establishment in Ginza, Tokyo, employs advanced hotelier robots to provide best-in-class hospitality. Unfortunately, no one has visited the hotel in decades, as humanity has long abandoned Earth due to its toxic atmosphere. Yachiyo, the robot ""acting acting manager,"" works tirelessly every day alongside her mechanical crew to keep the hotel running in tip-top shape. Over the years, many employees have ceased functioning, with no hope of repair or replacement. Still, Yachiyo continues to fulfill her duties, just as she promised the hotel's owner before his departure. She remains optimistic that humanity will one day return to Earth—and that she will see the owner again. [Written by MAL Rewrite]",TV,12,Finished Airing,"Apr 9, 2025 to Jun 25, 2025",Spring 2025,Wednesdays at 01:34 (JST),"Takeshobo, Nippon Television Network, Sammy, CyberAgent, dugout, arma bianca","None found, add some",CygamesPictures,Original,"ComedyComedy, Sci-FiSci-Fi",,23 min. per ep.,PG-13 - Teens 13 or older,"8.051 (scored by 2790627,906 users) 1 indicates a weighted score.",#6742 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#2790,"78,869",466,in the year  gingarou hotel a luxury establishment in ginza tokyo employs advanced hotelier robots to provide bestinclass hospitality unfortunately no one has visited the hotel in decades as humanity has long abandoned earth due to its toxic atmosphere yachiyo the robot acting acting manager works tirelessly every day alongside her mechanical crew to keep the hotel running in tiptop shape over the years many employees have ceased functioning with no hope of repair or replacement still yachiyo continues to fulfill her duties just as she promised the hotels owner before his departure she remains optimistic that humanity will one day return to earthand that she will see the owner again written by mal rewrite,year gingarou hotel luxury establishment ginza tokyo employs advanced hotelier robots provide bestinclass hospitality unfortunately one visited hotel decades humanity long abandoned earth due toxic atmosphere yachiyo robot acting acting manager works tirelessly every day alongside mechanical crew keep hotel running tiptop shape years many employees ceased functioning hope repair replacement still yachiyo continues fulfill duties promised hotels owner departure remains optimistic humanity one day return earthand see owner written mal rewrite
Boku no Hero Academia 2nd Season,https://myanimelist.net/anime/33486/Boku_no_Hero_Academia_2nd_Season,https://cdn.myanimelist.net/images/anime/12/85221.jpg,"At UA Academy, not even a violent attack can disrupt their most prestigious event: the school sports festival. Renowned across Japan, this festival is an opportunity for aspiring heroes to showcase their abilities, both to the public and potential recruiters. However, the path to glory is never easy, especially for Izuku Midoriya—whose quirk possesses great raw power but is also cripplingly inefficient. Pitted against his talented classmates, such as the fire and ice wielding Shouto Todoroki, Izuku must utilize his sharp wits and master his surroundings to achieve victory and prove to the world his worth. [Written by MAL Rewrite]",TV,25,Finished Airing,"Apr 1, 2017 to Sep 30, 2017",Spring 2017,Saturdays at 17:30 (JST),"Dentsu, Yomiuri Telecasting, Movic, Sony Music Entertainment, TOHO animation, Shueisha",Funimation,Bones,Manga,,ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"8.051 (scored by 18567551,856,755 users) 1 indicates a weighted score.",#6752 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#16,"2,737,667","16,884",at ua academy not even a violent attack can disrupt their most prestigious event the school sports festival renowned across japan this festival is an opportunity for aspiring heroes to showcase their abilities both to the public and potential recruiters however the path to glory is never easy especially for izuku midoriyawhose quirk possesses great raw power but is also cripplingly inefficient pitted against his talented classmates such as the fire and ice wielding shouto todoroki izuku must utilize his sharp wits and master his surroundings to achieve victory and prove to the world his worth written by mal rewrite,ua academy even violent attack disrupt prestigious event school sports festival renowned across japan festival opportunity aspiring heroes showcase abilities public potential recruiters however path glory never easy especially izuku midoriyawhose quirk possesses great raw power also cripplingly inefficient pitted talented classmates fire ice wielding shouto todoroki izuku must utilize sharp wits master surroundings achieve victory prove world worth written mal rewrite
